ID,Name
ckfu4fi9io6s71coou00,Delegating
ckfu4fi9io6s71coou10,Negotiation
ckfu4fi9io6s71coou40,Enterprise Transformation
ckfu4fi9io6s71coou4g,Business Process Design
ckfu4fi9io6s71coou50,Operating Model Design
ckfu4fi9io6s71coou60,Client Relationships
ckfu4fi9io6s71coou70,User Validation
ckfu4fi9io6s71coou7g,Business Strategy And Business Architecture
ckfu4fi9io6s71coou8g,Bizops
ckfu4fi9io6s71coou90,Financial & Budget Management
ckfu4fi9io6s71cooub0,Full-Stack
ckfu4fi9io6s71cooudg,Full-Charge Bookkeeping
ckfu4fi9io6s71cooue0,General Ledger Accounting
ckfu4fi9io6s71cooueg,Payroll Processing And Taxation
ckfu4fi9io6s71coouf0,Budget Development And Tracking
ckfu4fi9io6s71cooufg,Long-Term Financial Planning
ckfu4fi9io6s71coouhg,Conceptual Creative
ckfu4fi9io6s71coouig,Systems Integration
ckfu4fi9io6s71coouj0,Configuration Audit
ckfu4fi9io6s71cooukg,Erp
ckfu4fi9io6s71coouog,Cutomer Service
ckfu4fi9io6s71cooupg,Social Media Marketing. Design Logos
ckfu4fi9io6s71coouqg,Hr Operations
ckfu4fi9io6s71coout0,Lean Operations
ckfu4fi9io6s71cooutg,Customer Experience And Segmentation
ckfu4fi9io6s71coouu0,Driving Profit Growth
ckfu4fi9io6s71coouv0,Business Management
ckfu4fi9io6s71coouvg,Staff Training & Development
ckfu4fi9io6s71coov00,Tech Security
ckfu4fi9io6s71coov20,Best Practices
ckfu4fi9io6s71coov2g,Top Secret Federal Security Clearance
ckfu4fi9io6s71coov40,Documentation
ckfu4fi9io6s71coov5g,Strategic Vision
ckfu4fi9io6s71coov6g,Operational & Financial Efficiency
ckfu4fi9io6s71coov7g,Search Engine Management
ckfu4fi9io6s71coov8g,Youtube
ckfu4fi9io6s71coov90,Shopping
ckfu4fi9io6s71coov9g,Performance Max
ckfu4fi9io6s71coove0,Css3
ckfu4fi9io6s71coovfg,Waterfall
ckfu4fi9io6s71coovg0,Git & Github
ckfu4fi9io6s71coovgg,Esp
ckfu4fi9io6s71coovj0,Business Plan Development
ckfu4fi9io6s71coovkg,Product Positioning
ckfu4fi9io6s71coovl0,Product Investment
ckfu4fi9io6s71coovmg,Natural Language Processing
ckfu4fi9io6s71coovo0,Data And Analytics
ckfu4fi9io6s71coovog,Project Schedule
ckfu4fi9io6s71cop02g,Saas Marketing
ckfu4fi9io6s71cop03g,Analyst Relations
ckfu4fi9io6s71cop070,Brand Storytelling
ckfu4fi9io6s71cop08g,Articles
ckfu4fi9io6s71cop09g,Brand Voice
ckfu4fi9io6s71cop0a0,Editorial Style Guide
ckfu4fi9io6s71cop0b0,Digital Content
ckfu4fi9io6s71cop0fg,User Interface Design
ckfu4fi9io6s71cop0i0,Data-Driven Analytics
ckfu4fi9io6s71cop0l0,Editorial Design
ckfu4fi9io6s71cop0m0,Posters
ckfu4fi9io6s71cop0mg,Design Thinking
ckfu4fi9io6s71cop0og,Marketplaces
ckfu4fi9io6s71cop0p0,Gig Economy
ckfu4fi9io6s71cop0pg,Mobility
ckfu4fi9io6s71cop0qg,Investing
ckfu4fi9io6s71cop0r0,Corporate Development
ckfu4fi9io6s71cop0rg,Freight
ckfu4fi9io6s71cop0s0,Time-Critical Logistics
ckfu4fi9io6s71cop0sg,Brokerage
ckfu4fi9io6s71cop0t0,Freight Forwarding
ckfu4fi9io6s71cop0u0,Training And Development
ckfu4fi9io6s71cop0ug,Dei Best Practices
ckfu4fi9io6s71cop0v0,Servant Leadership
ckfu4fi9io6s71cop11g,The Adobe Suite
ckfu4fi9io6s71cop120,Creative Production
ckfu4fi9io6s71cop140,Retail
ckfu4fi9io6s71cop14g,Teaching
ckfu4fi9io6s71cop150,Cashier
ckfu4fi9io6s71cop1a0,Photo Styling
ckfu4fi9io6s71cop1ag,Set Decorating
ckfu4fi9io6s71cop1b0,Interior Design
ckfu4fi9io6s71cop1c0,Creative Marketing
ckfu4fi9io6s71cop1f0,Customer Discovery
ckfu4fi9io6s71cop1g0,Branding & Positioning
ckfu4fi9io6s71cop1k0,Mortgage
ckfu4fi9io6s71cop1mg,Audio Editing
ckfu4fi9io6s71cop1og,News Reporting
ckfu4fi9io6s71cop1r0,Financial Analytics
ckfu4fi9io6s71cop1rg,Business Analytics
ckfu4fi9io6s71cop1s0,Process Excellence
ckfu4fi9io6s71cop1t0,Ms Office And Powerpoint
ckfu4fi9io6s71cop1tg,Quark
ckfu4fi9io6s71cop21g,Saas And Analytics
ckfu4fi9io6s71cop22g,Lean And Six Sigma Process Improvement
ckfu4fi9io6s71cop230,Sustainability And Esg
ckfu4fi9io6s71cop23g,Program And Project Management
ckfu4fi9io6s71cop240,Alliances And Partnerships
ckfu4fi9io6s71cop250,Team Building And Leadership
ckfu4fi9io6s71cop25g,Energy Efficiency
ckfu4fi9io6s71cop27g,Logo Designer
ckfu4fi9io6s71cop2ag,Adobe Creative Suit
ckfu4fi9io6s71cop2dg,User Requirements
ckfu4fi9io6s71cop2e0,Wireframing
ckfu4fi9io6s71cop2f0,Kpi Metrics
ckfu4fi9io6s71cop2fg,Work Process Development
ckfu4fi9io6s71cop2g0,Training Documentation
ckfu4fi9io6s71cop2k0,Cash Flow Analysis
ckfu4fi9io6s71cop2mg,Community Strategist
ckfu4fi9io6s71cop2ng,Presales
ckfu4fi9io6s71cop2o0,Solutions Consultant
ckfu4fi9io6s71cop2pg,Financial Analysis & Reporting
ckfu4fi9io6s71cop2r0,Centers Of Excellence
ckfu4fi9io6s71cop2rg,Finance Transformation
ckfu4fi9io6s71cop2s0,Nps - Net Promoter System Customer Experience
ckfu4fi9io6s71cop2sg,Financial Forecasting
ckfu4fi9io6s71cop2t0,Expense Efficiencies
ckfu4fi9io6s71cop2u0,Process Analysis
ckfu4fi9io6s71cop2v0,Strategic Alignment
ckfu4fi9io6s71cop2vg,Realtionship Management
ckfu4fi9io6s71cop300,Auditing
ckfu4fi9io6s71cop31g,Lean Six Sigma/Continuous Process Improvement
ckfu4fi9io6s71cop320,Workforce Restructuring
ckfu4fi9io6s71cop33g,Residential Construction
ckfu4fi9io6s71cop340,Purchasing
ckfu4fi9io6s71cop34g,Software Implementation
ckfu4fi9io6s71cop36g,Scss
ckfu4fi9io6s71cop3c0,Commercialization
ckfu4fi9io6s71cop3d0,Global Campaign Development
ckfu4fi9io6s71cop3e0,Erp Implementations
ckfu4fi9io6s71cop3fg,Chart Of Accounts
ckfu4fi9io6s71cop3g0,Month-End Closing
ckfu4fi9io6s71cop3gg,Audit Prep
ckfu4fi9io6s71cop3h0,Transfer Pricing
ckfu4fi9io6s71cop3i0,Cash Management
ckfu4fi9io6s71cop3jg,Vp Of Sales
ckfu4fi9io6s71cop3k0,Vp Of Product Management/Marketing
ckfu4fi9io6s71cop3kg,Vp Of Managed Services
ckfu4fi9io6s71cop3l0,Senior Manager
ckfu4fi9io6s71cop3lg,Consultant
ckfu4fi9io6s71cop3og,Financial Statement Preparation
ckfu4fi9io6s71cop3p0,Account Analysis
ckfu4fi9io6s71cop3pg,Consolidations
ckfu4fi9io6s71cop3q0,Job Costing
ckfu4fi9io6s71cop3r0,Cash Flow Forecasting
ckfu4fi9io6s71cop3sg,B2b Sales
ckfu4fi9io6s71cop3t0,Enterprise Sales
ckfu4fi9io6s71cop3ug,Partnership Development
ckfu4fi9io6s71cop3vg,Strategic Consulting
ckfu4fi9io6s71cop420,Acrobat
ckfu4fi9io6s71cop430,Lms
ckfu4fi9io6s71cop43g,Wordpress Sites
ckfu4fi9io6s71cop44g,Illustrations
ckfu4fi9io6s71cop450,Presentations
ckfu4fi9io6s71cop46g,Photo Editing
ckfu4fi9io6s71cop470,Publication Design
ckfu4fi9io6s71cop480,Infographics
ckfu4fi9io6s71cop48g,Print Production
ckfu4fi9io6s71cop4bg,Ecommerce Techsales Marketing Facebook Ads #Google Ads Digital Marketing B2bmarketing
ckfu4fi9io6s71cop4e0,Marketing Strategies
ckfu4fi9io6s71cop4gg,Content Calendar
ckfu4fi9io6s71cop4j0,Paid Social Ads
ckfu4fi9io6s71cop4l0,Fullfilment
ckfu4fi9io6s71cop4n0,Product Sourcing
ckfu4fi9io6s71cop4pg,Marketing Copy
ckfu4fi9io6s71cop4rg,Creative Thinking
ckfu4fi9io6s71cop4s0,English Language And Grammar
ckfu4fi9io6s71cop4u0,Complex Problem Solving
ckfu4fi9io6s71cop4v0,Research And Data Analysis
ckfu4fi9io6s71cop4vg,Consensus Building
ckfu4fi9io6s71cop500,Written And Oral Communications
ckfu4fi9io6s71cop53g,Mobx
ckfu4fi9io6s71cop54g,React-Redux
ckfu4fi9io6s71cop58g,Influencer Partnership Management
ckfu4fi9io6s71cop59g,Web Analytics And Optimization
ckfu4fi9io6s71cop5a0,Ai
ckfu4fi9io6s71cop5cg,Cashflow Management
ckfu4fi9io6s71cop5e0,Leading Large Teams
ckfu4fi9io6s71cop5hg,Seo Writing
ckfu4fi9io6s71cop5k0,Ebook Writing
ckfu4fi9io6s71cop5l0,Financial Reporting. Accounting. Bookkeeping
ckfu4fi9io6s71cop5mg,Competitive Intelligence
ckfu4fi9io6s71cop5o0,Executive Strategic Advisement & Execution
ckfu4fi9io6s71cop5og,Complex Financial Reporting
ckfu4fi9io6s71cop5p0,Finance & Operations Team Development
ckfu4fi9io6s71cop5qg,Regulatory Affairs
ckfu4fi9io6s71cop5t0,Ap Automation
ckfu4fi9io6s71cop5tg,B2b Payments
ckfu4fi9io6s71cop5ug,Marketing Technologies
ckfu4fi9io6s71cop62g,Vp
ckfu4fi9io6s71cop640,Executive
ckfu4fi9io6s71cop6a0,Priority Management
ckfu4fi9io6s71cop6ag,Requirements Analysis
ckfu4fi9io6s71cop6e0,Production Planning
ckfu4fi9io6s71cop6g0,Vendor Management/Governance
ckfu4fi9io6s71cop6l0,Community Building
ckfu4fi9io6s71cop6m0,Product Operations
ckfu4fi9io6s71cop6o0,Budgets & Forecasting
ckfu4fi9io6s71cop6og,Metrics & Goal Alignment
ckfu4fi9io6s71cop6p0,Change & Turnaround Management
ckfu4fi9io6s71cop6pg,Strategy & Execution
ckfu4fi9io6s71cop6rg,Vp Ops
ckfu4fi9io6s71cop6s0,Vp Prof Development
ckfu4fi9io6s71cop6sg,Pmo Development
ckfu4fi9io6s71cop6tg,Business Processes Creation
ckfu4fi9io6s71cop6v0,Investment Analysis
ckfu4fi9io6s71cop6vg,Revenue Operations
ckfu4fi9io6s71cop700,Cost Negotiation
ckfu4fi9io6s71cop730,Strategic Road-Mapping
ckfu4fi9io6s71cop740,Industrial Engineering
ckfu4fi9io6s71cop75g,Multi-Stakeholder-Level Communication
ckfu4fi9io6s71cop760,Training Facilitation
ckfu4fi9io6s71cop790,Promotional Campaigns
ckfu4fi9io6s71cop79g,Digital Solution Development
ckfu4fi9io6s71cop7a0,Data Analysis For Decision-Making
ckfu4fi9io6s71cop7bg,Market Research And Analysis
ckfu4fi9io6s71cop7g0,Strategy Implementation
ckfu4fi9io6s71cop7gg,Event Orchestration
ckfu4fi9io6s71cop7j0,Community Relations
ckfu4fi9io6s71cop7m0,Learning And Development
ckfu4fi9io6s71cop7n0,Cost Analysis
ckfu4fi9io6s71cop7ng,Kpi´S And Okr´S Design And Implementation
ckfu4fi9io6s71cop7p0,Brand Positioning
ckfu4fi9io6s71cop7pg,Sports Marketing
ckfu4fi9io6s71cop7q0,Consumer Insights
ckfu4fi9io6s71cop7qg,Partnership Management
ckfu4fi9io6s71cop810,Facebook Ads
ckfu4fi9io6s71cop850,Full Stack Engineering
ckfu4fi9io6s71cop860,Writer (Literary
ckfu4fi9io6s71cop86g,Technical)
ckfu4fi9io6s71cop890,Professional E-Marketing And Managing Pages
ckfu4fi9io6s71cop89g,Stores
ckfu4fi9io6s71cop8a0,Institutions And Companies On Social Media And Social Networking Sites
ckfu4fi9io6s71cop8e0,Squarespace
ckfu4fi9io6s71cop8fg,Distribution
ckfu4fi9io6s71cop8i0,Candidate Assessment
ckfu4fi9io6s71cop8ig,Recruitment And Retention Strategies
ckfu4fi9io6s71cop8jg,It & Engineering
ckfu4fi9io6s71cop8kg,Advance Boolean & X-Ray Searching
ckfu4fi9io6s71cop8l0,Candidate Selection
ckfu4fi9io6s71cop8mg,Linkedin Recruiter
ckfu4fi9io6s71cop8ng,Operations Oversight
ckfu4fi9io6s71cop8o0,Planning & Execution
ckfu4fi9io6s71cop8qg,Personnel Development
ckfu4fi9io6s71cop8r0,Real Estate Investing
ckfu4fi9io6s71cop8rg,Ai Generation
ckfu4fi9io6s71cop8t0,Attention To Details
ckfu4fi9io6s71cop8u0,Tech Savvy
ckfu4fi9io6s71cop8ug,Experience With Ms Office
ckfu4fi9io6s71cop8v0,Crm's
ckfu4fi9io6s71cop92g,Event Graphics Design
ckfu4fi9io6s71cop9eg,Integrated Marketing Campaigns
ckfu4fi9io6s71cop9h0,Brand Collateral
ckfu4fi9io6s71cop9jg,Learning & Development
ckfu4fi9io6s71cop9o0,Controlling
ckfu4fi9io6s71cop9og,Finance Operations
ckfu4fi9io6s71cop9p0,Inventory Management
ckfu4fi9io6s71cop9q0,Erp Implementation
ckfu4fi9io6s71cop9qg,Start-Up
ckfu4fi9io6s71cop9tg,Electric Vehicle (Ev) Charging
ckfu4fi9io6s71cop9u0,Battery Management Systems (Bms)
ckfu4fi9io6s71cop9ug,Ev Consulting
ckfu4fi9io6s71cop9vg,Producer
ckfu4fi9io6s71copa2g,Critical Thinking
ckfu4fi9io6s71copa40,Fractional Cmo
ckfu4fi9io6s71copa50,Product Marketing & Positioning
ckfu4fi9io6s71copa70,Product Development & Innovation
ckfu4fi9io6s71copa90,Sound Design
ckfu4fi9io6s71copa9g,Color Correction
ckfu4fi9io6s71copaa0,Short Form
ckfu4fi9io6s71copaag,Long Form
ckfu4fi9io6s71copac0,Pro Tools
ckfu4fi9io6s71copafg,Uat/Qa
ckfu4fi9io6s71copaj0,Hebrew
ckfu4fi9io6s71copam0,Roadmaps
ckfu4fi9io6s71copaq0,Experimentation
ckfu4fi9io6s71copas0,Web3 Expertise
ckfu4fi9io6s71copat0,Strategic Vision & Planning
ckfu4fi9io6s71copavg,Seo Services
ckfu4fi9io6s71copb00,Quantitative Market Research
ckfu4fi9io6s71copb0g,Survey Design
ckfu4fi9io6s71copb10,Data Interpretation
ckfu4fi9io6s71copb40,Creative Concepting
ckfu4fi9io6s71copbcg,Ml
ckfu4fi9io6s71copbf0,Ms Excel
ckfu4fi9io6s71copbfg,Data Entry ( Spreadsheets And Databases)
ckfu4fi9io6s71copbgg,Outlook
ckfu4fi9io6s71copbhg,Supply Chain Management
ckfu4fi9io6s71copbjg,Financial Statement Analysis And Interpretation
ckfu4fi9io6s71copbk0,Management Reporting And Dashboards
ckfu4fi9io6s71copbkg,Key Performance Indicators (Kpis) Tracking. Trend Analysis And Data-Driven Insights
ckfu4fi9io6s71copbmg,Financial Planning & Analysis
ckfu4fi9io6s71copbp0,Quickbooks
ckfu4fi9io6s71coqeng,Brand Systems
ckfu4fi9io6s71copbq0,Professional Correspondence
ckfu4fi9io6s71copbqg,Database Marketing
ckfu4fi9io6s71copbr0,Crm Management
ckfu4fi9io6s71copbtg,Campaign Creation
ckfu4fi9io6s71copc10,Strategic Sourcing
ckfu4fi9io6s71copc3g,3D Printing
ckfu4fi9io6s71copc4g,Graphic
ckfu4fi9io6s71copc7g,Mvp
ckfu4fi9io6s71copc80,Requirements Gathering And Analysis
ckfu4fi9io6s71copc90,Backlog Refinement
ckfu4fi9io6s71copcb0,Stakeholder Collaboration
ckfu4fi9io6s71copce0,Complex Programs
ckfu4fi9io6s71copceg,Complex Projects
ckfu4fi9io6s71copcf0,New Implementations
ckfu4fi9io6s71copcfg,Startup Leadership
ckfu4fi9io6s71copcgg,Kpi Management
ckfu4fi9io6s71copch0,Process Design & Improvement
ckfu4fi9io6s71copco0,Nitro
ckfu4fi9io6s71copcp0,Teams
ckfu4fi9io6s71copcvg,Scoping
ckfu4fi9io6s71copd10,Audio Mixing
ckfu4fi9io6s71copd1g,Color Grading
ckfu4fi9io6s71copd3g,Filmmaking
ckfu4fi9io6s71copd5g,Adobe Products
ckfu4fi9io6s71copd60,Camera Operation
ckfu4fi9io6s71copd6g,Web Videos
ckfu4fi9io6s71copdcg,Design Patterns
ckfu4fi9io6s71copdfg,Adobe Animate
ckfu4fi9io6s71copdg0,Dreamweaver
ckfu4fi9io6s71copdh0,Ms Word
ckfu4fi9io6s71copdhg,Excel. Indesign
ckfu4fi9io6s71copdig,Html/ Dhtml
ckfu4fi9io6s71copdjg,Joomla
ckfu4fi9io6s71copdkg,2D / 3D
ckfu4fi9io6s71copdl0,Power Director
ckfu4fi9io6s71copdlg,Data Analysis And Interpretation
ckfu4fi9io6s71copdqg,Recruitment Hr
ckfu4fi9io6s71copdr0,Customer Service Va
ckfu4fi9io6s71copdrg,Chat Assistant
ckfu4fi9io6s71copdug,Tech Support
ckfu4fi9io6s71copdv0,Spreadsheets
ckfu4fi9io6s71cope40,1
ckfu4fi9io6s71cope4g,2
ckfu4fi9io6s71cope50,3
ckfu4fi9io6s71cope60,Watercolor Art
ckfu4fi9io6s71cope6g,Adobe Illustrator Expert
ckfu4fi9io6s71cope70,Adobe Photoshop Expert
ckfu4fi9io6s71cope80,Sdet
ckfu4fi9io6s71coped0,Technical Leadership
ckfu4fi9io6s71copedg,Architecture. Transparency
ckfu4fi9io6s71copee0,Honesty
ckfu4fi9io6s71copeg0,Data Processing Skills
ckfu4fi9io6s71copehg,Computer Skills And Telephone Etiquette Skills
ckfu4fi9io6s71copej0,Product Marketing Loop
ckfu4fi9io6s71copejg,Growth Experiments
ckfu4fi9io6s71copekg,Excellent Communication Skills Both Written And Verbal
ckfu4fi9io6s71copel0,Pro-Active And Result Driven
ckfu4fi9io6s71copelg,Ability To Act With Tact And Discretion
ckfu4fi9io6s71copeog,Sage Accounting Software
ckfu4fi9io6s71copf0g,Talent Partner
ckfu4fi9io6s71copf10,Business Partner
ckfu4fi9io6s71copf40,Enterprise Risk
ckfu4fi9io6s71copf5g,Typist
ckfu4fi9io6s71copf70,White-Glove Recruitment
ckfu4fi9io6s71copf7g,Complicated Employee Relations
ckfu4fi9io6s71copf80,Positive Candidate Experiences
ckfu4fi9io6s71copf9g,Designing
ckfu4fi9io6s71copfa0,Fashion
ckfu4fi9io6s71copfg0,Writing Articles And Blogs
ckfu4fi9io6s71copfgg,Transcription And Proof Reading
ckfu4fi9io6s71copfj0,C-Level Assistance
ckfu4fi9io6s71copfjg,Outbound Sales
ckfu4fi9io6s71copfk0,Fb/Ig Ads
ckfu4fi9io6s71copfl0,Administrative Skills
ckfu4fi9io6s71copfm0,Full Cycle Accounting
ckfu4fi9io6s71copfmg,General Ledger Balancing
ckfu4fi9io6s71copfn0,Month And Year End Financial Closes
ckfu4fi9io6s71copfog,Influential
ckfu4fi9io6s71copfp0,Strategic
ckfu4fi9io6s71copfqg,Google Adwords
ckfu4fi9io6s71copfr0,Facebook Meta Ads
ckfu4fi9io6s71copfrg,Instagram Ads
ckfu4fi9io6s71copfs0,Linkedin Ads
ckfu4fi9io6s71copfsg,Twitter Ads
ckfu4fi9io6s71copft0,Tiktok Ads
ckfu4fi9io6s71copfvg,Ux Discovery
ckfu4fi9io6s71copg20,Opperations
ckfu4fi9io6s71copg4g,Interactive Media
ckfu4fi9io6s71copg5g,Digital Photo Manipulation And Social Media Content
ckfu4fi9io6s71copg7g,Derivatives
ckfu4fi9io6s71copgb0,Rest Api
ckfu4fi9io6s71copgg0,Osx
ckfu4fi9io6s71copgj0,Ccs
ckfu4fi9io6s71copgk0,Lamp
ckfu4fi9io6s71copgkg,Tcp
ckfu4fi9io6s71copgmg,Sound Editing
ckfu4fi9io6s71copgr0,Architectural Layouts - Autocad
ckfu4fi9io6s71copgrg,Graphics Designing - Photoshop
ckfu4fi9io6s71copgsg,3D Modelling And Rendering - Sketchup Twinmotion
ckfu4fi9io6s71copgt0,Hand-Sketching
ckfu4fi9io6s71copgv0,Management And Reorganization
ckfu4fi9io6s71coph1g,Budget Development
ckfu4fi9io6s71coph20,General Business Management
ckfu4fi9io6s71coph3g,Administrative & Business Development
ckfu4fi9io6s71coph6g,Hr Policy Reviews
ckfu4fi9io6s71coph70,Logistical Management
ckfu4fi9io6s71coph7g,Diary Planning And Management
ckfu4fi9io6s71cophag,Managing Schedules
ckfu4fi9io6s71cophe0,Leadership ~ Strategic Planning ~ Payroll ~ Financials Operations ~ Management ~ Planning & Analysis ~ Project Management ~ Budget Development ~ Process Development ~ Total Rewards
ckfu4fi9io6s71cophk0,Risk
ckfu4fi9io6s71cophlg,Social Media Marketing Strategy
ckfu4fi9io6s71cophmg,Email Marketing Strategy
ckfu4fi9io6s71cophn0,Affiliate Outreach & Management
ckfu4fi9io6s71cophog,Data Capture
ckfu4fi9io6s71cophpg,"Bilingual (Zulu, English)"
ckfu4fi9io6s71cophrg,Xgboost
ckfu4fi9io6s71cophsg,Scikit-Learn
ckfu4fi9io6s71copht0,Neural Networks
ckfu4fi9io6s71cophug,Creative Problem Solving Skills
ckfu4fi9io6s71cophv0,Writing Skills
ckfu4fi9io6s71cophvg,Adaptability Skills
ckfu4fi9io6s71copi1g,Coordinating
ckfu4fi9io6s71copi40,Online Research
ckfu4fi9io6s71copi80,Acquisition
ckfu4fi9io6s71copia0,Financial Acumen
ckfu4fi9io6s71copieg,Product Strategy ▪ Innovation & Ideation ▪ Leadership ▪ Cross
ckfu4fi9io6s71copif0,Functional Teamwork ▪ Customer Success ▪ Revenue Growth ▪ Product Development & Launch ▪ Agile Scrum Methodologies ▪ Risk Assessment ▪ Vendor & Partner Management ▪ Process Reengineering ▪ Softw
ckfu4fi9io6s71copik0,Microsoft Ads
ckfu4fi9io6s71copimg,Local Listings
ckfu4fi9io6s71copirg,Realistic Paint Studio
ckfu4fi9io6s71copis0,Portraitpro
ckfu4fi9io6s71copit0,Midjourney Ai
ckfu4fi9io6s71copj00,Social Impact
ckfu4fi9io6s71copj40,Seo Management
ckfu4fi9io6s71copj4g,Webinar Management
ckfu4fi9io6s71copj50,Outbound
ckfu4fi9io6s71copj60,Nurturing
ckfu4fi9io6s71copj70,Good Interpersonal Relations Skills
ckfu4fi9io6s71copj7g,Planning & Budget
ckfu4fi9io6s71copj8g,Controls
ckfu4fi9io6s71copj90,Audit
ckfu4fi9io6s71copj9g,Corporate Finance
ckfu4fi9io6s71copjbg,M&A & Business Development Internal & External Stakeholder Management
ckfu4fi9io6s71copjcg,Global Business Scale Up
ckfu4fi9io6s71copjdg,Tutorials
ckfu4fi9io6s71copjhg,Customer Service Representative
ckfu4fi9io6s71copji0,Chat Support Specialist
ckfu4fi9io6s71copjm0,Business Expansion
ckfu4fi9io6s71copjmg,Culture Creation
ckfu4fi9io6s71copjn0,Organizational Leadership
ckfu4fi9io6s71copjng,Empathetic Management
ckfu4fi9io6s71copk00,Bash
ckfu4fi9io6s71copk10,Power-Bi
ckfu4fi9io6s71copk1g,T-Sql
ckfu4fi9io6s71copk30,Adobe-Xd
ckfu4fi9io6s71copk3g,Deneb
ckfu4fi9io6s71copk40,Power-Query
ckfu4fi9io6s71copk60,Etl
ckfu4fi9io6s71copk80,Cash Flow
ckfu4fi9io6s71copk90,Audits
ckfu4fi9io6s71copkb0,Private Equity
ckfu4fi9io6s71copkd0,Workday
ckfu4fi9io6s71copkdg,Concur
ckfu4fi9io6s71copkfg,Business Turn Around
ckfu4fi9io6s71copkgg,Cyber
ckfu4fi9io6s71copki0,Briefing
ckfu4fi9io6s71copkig,Cyber Threat Intelligence
ckfu4fi9io6s71copkjg,Catiav5
ckfu4fi9io6s71copkk0,Fluent Spanish
ckfu4fi9io6s71copkl0,Fmvss And Ece Knowledge
ckfu4fi9io6s71copkpg,Budgeting & Forecasting
ckfu4fi9io6s71copkqg,Go/No-Go Analysis
ckfu4fi9io6s71copks0,Business Retention
ckfu4fi9io6s71copksg,Great Customer Service
ckfu4fi9io6s71copku0,Powerpoint (Advanced)
ckfu4fi9io6s71copl00,Ga4
ckfu4fi9io6s71copl0g,Mailchimp
ckfu4fi9io6s71copl10,Constant Contact
ckfu4fi9io6s71copl40,Paid Search
ckfu4fi9io6s71copl60,Photographer
ckfu4fi9io6s71copl7g,Creative Consultant
ckfu4fi9io6s71copl9g,Voice-Over
ckfu4fi9io6s71copla0,Name Generation
ckfu4fi9io6s71coplcg,Customer Service Support
ckfu4fi9io6s71copldg,Chat Support
ckfu4fi9io6s71cople0,Email Management
ckfu4fi9io6s71copleg,Admin Tasks
ckfu4fi9io6s71coplfg,Data_science
ckfu4fi9io6s71coplg0,Machine_learning
ckfu4fi9io6s71coplh0,Data_analyst
ckfu4fi9io6s71copljg,Clear Communication Skills
ckfu4fi9io6s71coplmg,Organizer
ckfu4fi9io6s71copln0,Positive
ckfu4fi9io6s71coplo0,Friendly
ckfu4fi9io6s71coplog,Hardworking
ckfu4fi9io6s71coplp0,Focused
ckfu4fi9io6s71coplpg,Goal Focused
ckfu4fi9io6s71coplqg,Writing Skill
ckfu4fi9io6s71coplr0,Typing Skill
ckfu4fi9io6s71coplrg,Reading Skills And Listening Skill
ckfu4fi9io6s71copm1g,Digital Marketing Strategy
ckfu4fi9io6s71copm20,"Social Media Marketing / Media Engagement ( Email Marketing/Push Notifications, And Media Train Scheduling)"
ckfu4fi9io6s71copm30,Online Advertising
ckfu4fi9io6s71copm3g,Data Analysis & Analytics
ckfu4fi9io6s71copm6g,Client Liaison
ckfu4fi9io6s71copm70,Canva Designs
ckfu4fi9io6s71copm90,Ugc Content Creation
ckfu4fi9io6s71copma0,Inbound Sales
ckfu4fi9io6s71copmb0,Marketing Technology
ckfu4fi9io6s71copmd0,Paid Campaign Management
ckfu4fi9io6s71copmng,Html5 Banner Ads
ckfu4fi9io6s71copmo0,Print And Digital Advertisement
ckfu4fi9io6s71copmog,Executive Administration
ckfu4fi9io6s71copmp0,Strategic Business Operations
ckfu4fi9io6s71copmpg,Internal Communications
ckfu4fi9io6s71copmq0,Office Management
ckfu4fi9io6s71copmqg,Cross-Functional Teamwork
ckfu4fi9io6s71copmtg,Leadership Skills
ckfu4fi9io6s71copmv0,Technical Planning Skills
ckfu4fi9io6s71copmvg,Monitoring And Controlling Projects Skills
ckfu4fi9io6s71copn10,Customer Satisfication And Interpersonal Skills
ckfu4fi9io6s71copn2g,Direct Response Marketing Strategy
ckfu4fi9io6s71copn40,Video Scripts
ckfu4fi9io6s71copn4g,Content Creator Briefing
ckfu4fi9io6s71copn50,Image Ads Ideation
ckfu4fi9io6s71copn5g,B2b & B2c Marketing Strategy
ckfu4fi9io6s71copn60,Integrated
ckfu4fi9io6s71copn6g,Multi-Channel Marketing
ckfu4fi9io6s71copn70,Go-To-Market Strategies
ckfu4fi9io6s71copn7g,Product Development & Management
ckfu4fi9io6s71copncg,Discord
ckfu4fi9io6s71copndg,High-Level Scheduling & Logistics
ckfu4fi9io6s71copne0,Operations Coordination
ckfu4fi9io6s71copnhg,Motion Designer
ckfu4fi9io6s71copnig,Leadership/Mentorship
ckfu4fi9io6s71copnj0,Gross Margin Optimization
ckfu4fi9io6s71copnng,Analytical Skill
ckfu4fi9io6s71copno0,Machine Learning (R)
ckfu4fi9io6s71copnog,Sales Management
ckfu4fi9io6s71copnr0,Market And Competition Analysis
ckfu4fi9io6s71copnrg,Vision
ckfu4fi9io6s71copnsg,M & A Due Diligence
ckfu4fi9io6s71copnt0,Engineering Strategic Roadmap
ckfu4fi9io6s71copntg,Cloud Strategy
ckfu4fi9io6s71copnu0,Product Vision And Strategy Value Driven Innovation Customer Centered Product Culture Voice
ckfu4fi9io6s71copnvg,Screening
ckfu4fi9io6s71copo0g,Offer Negotiation
